Gene ID	Gene Name	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'female'.p-value	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'female'.log2foldchange	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'male'.p-value	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'male'.log2foldchange
ENSMUSG00000067297	Ifit1bl2	0.926400600263646	-0.3	0.376581763029127	-0.4
ENSMUSG00000067299	Crygd	NA	0	NA	0.1
ENSMUSG00000067321	Gm7931	NA	0	NA	0
ENSMUSG00000067331	Gm10205	NA	0	NA	-0.1
ENSMUSG00000067336	Bmpr2	0.988597710856219	0	0.294847848860795	0.3
ENSMUSG00000067338	Tuba3b	NA	0	NA	0.4
ENSMUSG00000067341	H2-Eb2	0.879461263381717	0.4	0.93392872462697	0.1
ENSMUSG00000067344	Rps25-ps1	0.98302937642717	-0.1	0.967532421880574	0
ENSMUSG00000067351	Rps15a-ps2	NA	0.1	NA	0
ENSMUSG00000067352	Gm14149	NA	0	NA	0
ENSMUSG00000067356	B430203G13Rik	0.883175584215295	-0.4	0.826494014108119	-0.1
ENSMUSG00000067360	Pramel3	NA	0	NA	0
ENSMUSG00000067365	Tmem128	0.979043132003519	0.1	0.78959761788142	0
ENSMUSG00000067367	Lyar	0.989473296544104	0	0.850576952813756	0
ENSMUSG00000067369	Trmt2b	0.897066953986583	-0.2	0.975864974425992	0
ENSMUSG00000067370	B3galt4	0.873873851867002	-0.2	0.0167780598417624	-0.4
ENSMUSG00000067377	Tspan6	NA	-0.3	0.94474016956148	0
ENSMUSG00000067389	Gm17080	0.924150576478607	0.3	0.94474016956148	0
ENSMUSG00000067399	Trim43c	0.930391458980354	-0.3	0.989198006310489	0
ENSMUSG00000067424	Zfp563	0.989473296544104	0	0.399289342618625	0.2
ENSMUSG00000067430	Zfp763	0.972955599111768	0.1	0.015675935198704	0.4
ENSMUSG00000067438	Hmx1	NA	0	NA	0
ENSMUSG00000067441	H2ab1	NA	0	NA	0
ENSMUSG00000067455	H4c11	0.992090861301275	0	NA	-0.2
ENSMUSG00000067482	Olfr1456-ps1	NA	0	NA	0
ENSMUSG00000067513	Olfr1436	NA	0	NA	0
ENSMUSG00000067519	Olfr262	NA	0	NA	0
ENSMUSG00000067522	Olfr76	NA	0	NA	0
ENSMUSG00000067524	Olfr1428	NA	0	NA	0
ENSMUSG00000067525	Olfr1427	NA	0	NA	0
ENSMUSG00000067526	Olfr1425	NA	0	NA	0
ENSMUSG00000067528	Olfr1424	NA	0	NA	0
ENSMUSG00000067529	Olfr1423	NA	0	NA	0
ENSMUSG00000067541	A630073D07Rik	NA	0	NA	0
ENSMUSG00000067543	Prb1	NA	0	NA	0
ENSMUSG00000067545	Olfr1419	NA	-0.2	NA	0.3
ENSMUSG00000067547	Gm7666	0.944397893946403	-0.2	0.32013465788927	-0.3
ENSMUSG00000067555	Gm10212	NA	0	NA	-0.1
ENSMUSG00000067561	Dmrtc1c2	NA	0	NA	0
ENSMUSG00000067562	Dmrtc1c1	NA	0	NA	0
ENSMUSG00000067567	Hdac8	0.872643997469941	-0.2	0.666373918200309	0.1
ENSMUSG00000067571	Ms4a15	NA	0	NA	0
ENSMUSG00000067575	Rpl35a-ps3	NA	0	NA	0
ENSMUSG00000067577	A430093F15Rik	0.494326120063971	0.8	NA	0.7
ENSMUSG00000067578	Cbln4	NA	0	NA	0
ENSMUSG00000067586	S1pr3	0.983356708097913	0.1	0.518969929075086	-0.1
ENSMUSG00000067591	Klra3	0.964893050621764	0.2	NA	0.4
ENSMUSG00000067594	Krt77	NA	0	NA	-0.2
ENSMUSG00000067596	Krt74	NA	-0.1	NA	0
ENSMUSG00000067597	Dgat2l6	NA	0	NA	0
ENSMUSG00000067599	Klra7	0.582789040260081	0.8	0.900122422408546	0.1
ENSMUSG00000067604	Nms	NA	0	NA	0
ENSMUSG00000067608	Pcna-ps2	0.842983607709101	0.5	NA	0.2
ENSMUSG00000067610	Klri1	0.959375184562497	0.2	0.978250623001654	0
ENSMUSG00000067613	Krt83	NA	0.1	NA	-0.1
ENSMUSG00000067614	Krt86	NA	0	NA	0
ENSMUSG00000067615	Krt81	NA	0	NA	0
ENSMUSG00000067616	Klk11	0.994143526018358	0	0.815468756602975	0.2
ENSMUSG00000067627	Gm10217	NA	0	NA	0
ENSMUSG00000067629	Syngap1	0.862420561969168	-0.3	0.260013102528322	0.4
ENSMUSG00000067642	Adgrf3	0.997602284153199	0	0.458951883390477	0.4
ENSMUSG00000067649	Mageb18	0.792832491263609	-0.5	0.0124027338214855	-1.1
ENSMUSG00000067653	Ankrd23	0.897568788277916	-0.4	0.0843293319408353	-0.7
ENSMUSG00000067656	Slc22a27	NA	0	NA	0
ENSMUSG00000067679	Obp1b	NA	0	NA	0
ENSMUSG00000067684	Obp1a	NA	0	NA	0
ENSMUSG00000067698	Gm10220	NA	-0.1	NA	0
ENSMUSG00000067700	Gm5862	NA	-0.1	NA	0
ENSMUSG00000067702	Tuba3a	NA	0	NA	0.4
ENSMUSG00000067704	Wfdc13	NA	-0.2	NA	0.1
ENSMUSG00000067713	Prkag1	0.988077505026325	0	0.563240030120023	-0.1
ENSMUSG00000067714	Lpar5	0.998823839823705	0	0.960558992130483	0
ENSMUSG00000067716	Gm7275	NA	0	NA	0
ENSMUSG00000067719	Gm10221	NA	0	NA	0
ENSMUSG00000067722	BC003965	0.974714499473631	0.1	0.916718317537298	0
ENSMUSG00000067724	Gbx1	0.989473296544104	-0.1	0.130882936675279	0.7
ENSMUSG00000067736	Gm10222	0.783290212223058	0.5	0.838829268717213	-0.1
ENSMUSG00000067745	Gm14243	NA	0	NA	0
ENSMUSG00000067750	Khdc1a	NA	0	NA	0.3
ENSMUSG00000067764	Xlr5c	NA	0	NA	0
ENSMUSG00000067767	Clec4b2	NA	-0.1	NA	0.1
ENSMUSG00000067768	Xlr4b	0.93660277796095	0.3	0.466509595955489	0.4
ENSMUSG00000067771	Gm14685	NA	0	NA	0
ENSMUSG00000067773	Defb41	NA	0	NA	0
ENSMUSG00000067780	Pi15	0.912223157600996	0.4	0.156248457978968	0.6
ENSMUSG00000067786	Nnat	0.912623919348825	-0.4	6.60358685110121e-05	-0.7
ENSMUSG00000067787	Blcap	0.877124888239448	0.3	0.545107231696492	-0.1
ENSMUSG00000067795	4930444P10Rik	NA	0	NA	0.4
ENSMUSG00000067813	Xkr9	NA	-0.1	NA	0.1
ENSMUSG00000067818	Myl9	0.964893050621764	-0.2	0.774413363063406	0.1
ENSMUSG00000067825	Pex26	0.989473296544104	0	0.72439432019243	0.1
ENSMUSG00000067835	Gm14661	NA	0	NA	0
ENSMUSG00000067847	Romo1	0.774637903798792	-0.3	0.129568971646667	-0.3
ENSMUSG00000067848	4933402N22Rik	NA	0	NA	0
ENSMUSG00000067851	Arfgef1	0.979637246113311	-0.1	0.411518600266888	0.2
ENSMUSG00000067855	Speer3	NA	0	NA	0
ENSMUSG00000067860	Zic3	NA	0	NA	0
ENSMUSG00000067869	Tcea1-ps1	0.927793240531836	0.2	0.998007350690847	0
ENSMUSG00000067870	Rpl31-ps8	0.932282587325767	-0.2	0.819669942851583	-0.1
ENSMUSG00000067872	Ccdc87	0.659740135368102	-0.7	0.0157153119807991	1.1
ENSMUSG00000067873	Htatsf1	0.663250918895193	-0.2	0.0179748531712693	-0.2
ENSMUSG00000067878	Map7d3	0.955245012971975	-0.2	0.200481508806415	-0.3
ENSMUSG00000067879	Vxn	NA	0.1	0.760589035206479	-0.2
ENSMUSG00000067882	Casp16	0.947668944261202	-0.3	0.841991535764523	0.1
ENSMUSG00000067889	Sptbn2	0.871687143277343	-0.5	0.918446351434465	0
ENSMUSG00000067909	Slxl1	NA	0	NA	0
ENSMUSG00000067916	Zfp991	0.871687143277343	0.4	0.163805931350666	0.6
ENSMUSG00000067919	Rex2	NA	0	NA	0
ENSMUSG00000067924	Rtl8b	0.934163419175345	-0.2	0.000428571024552395	-0.7
ENSMUSG00000067925	Rtl8a	0.765976596595711	-0.4	0.000751529624079566	-0.7
ENSMUSG00000067928	Zfp760	0.926084737821418	0.2	0.374191209667231	0.3
ENSMUSG00000067929	Gm10226	0.892517508942812	0.4	0.551960938007478	0.3
ENSMUSG00000067931	Zfp948	0.714242196168365	0.3	0.286443810428797	0.3
ENSMUSG00000067941	Gm7168	NA	-0.1	NA	0
ENSMUSG00000067942	Zfp160	0.864452814066017	0.3	0.0632493916653688	0.4
ENSMUSG00000067949	Vmn1r-ps144	NA	-0.1	NA	0.2
ENSMUSG00000067951	Vmn1r227	NA	0	NA	0
ENSMUSG00000067971	Olfr1321	NA	0	NA	0
ENSMUSG00000067973	Gm6994	NA	0	NA	0
ENSMUSG00000067995	Gtf2f2	0.964893050621764	0.1	0.00246781972313941	0.4
ENSMUSG00000067996	Bpifb9b	NA	0	NA	0
ENSMUSG00000067998	Bpifb9a	NA	0	NA	0
ENSMUSG00000068008	Bpifb3	NA	0	NA	0
ENSMUSG00000068009	Bpifb6	0.985119064813798	-0.1	0.334467806721554	0.5
ENSMUSG00000068011	Mkrn2os	0.989473296544104	-0.1	0.0184455398201971	1.1
ENSMUSG00000068014	Gm14648	NA	0.1	NA	-0.1
ENSMUSG00000068015	Lrch1	0.989473296544104	0	0.955290880833837	0
ENSMUSG00000068036	Afdn	0.979168526447267	0.1	0.666373918200309	-0.1
ENSMUSG00000068037	Mas1	0.778273735932753	-0.4	0.694846026223307	-0.2
ENSMUSG00000068039	Tcp1	0.989473296544104	0	0.650661314401199	0
ENSMUSG00000068040	Tm9sf4	0.988077505026325	0	0.151290546351958	-0.1
ENSMUSG00000068048	Rhox9	NA	0	NA	0
ENSMUSG00000068062	Gm14164	NA	-0.1	NA	0.1
ENSMUSG00000068067	1110057P08Rik	NA	0	NA	0
ENSMUSG00000068068	Gm7735	NA	0	NA	0
ENSMUSG00000068071	Gm6358	NA	0	NA	0
ENSMUSG00000068073	1110025L11Rik	NA	0	NA	0
ENSMUSG00000068074	Gm10228	NA	0	NA	0
ENSMUSG00000068075	Gm10229	NA	0	NA	0
ENSMUSG00000068078	2310034C09Rik	NA	0	NA	0
ENSMUSG00000068079	Tcf15	0.988077505026325	0.1	0.590378769523691	0.2
ENSMUSG00000068082	Grxcr1	NA	0	NA	0
ENSMUSG00000068083	Cyp2d40	NA	0	NA	0
ENSMUSG00000068085	Cyp2d11	NA	-0.1	NA	-0.4
ENSMUSG00000068086	Cyp2d9	NA	0	0.105210687659449	0.6
ENSMUSG00000068099	1500009C09Rik	NA	0.2	NA	0
ENSMUSG00000068101	Cenpm	0.851492928595663	-0.5	0.975584735963587	0
ENSMUSG00000068105	Tnfrsf13c	0.931488257797962	0.3	0.68092197060869	-0.2
ENSMUSG00000068113	Gm4907	NA	0	NA	0
ENSMUSG00000068114	Ccdc134	0.958536775971632	0.1	0.91661910965254	0
ENSMUSG00000068115	Ninl	0.101328431590431	-0.6	0.247935342336438	-0.3
ENSMUSG00000068117	Mei1	NA	-0.1	NA	0
ENSMUSG00000068120	Gm10231	NA	0	NA	0
ENSMUSG00000068122	Agtr2	0.745763071597129	0.6	NA	0
ENSMUSG00000068129	Cst7	0.931204766706632	0.3	0.99291396428809	0
ENSMUSG00000068130	Zfp442	0.999532109316737	0	0.481959754744595	0.3
ENSMUSG00000068134	Zfp120	0.898895671592601	0.2	0.00842132846761311	0.5
ENSMUSG00000068141	Gm10232	0.992643480595484	0	0.309424874967476	0.3
ENSMUSG00000068149	Tex13c3	NA	0	NA	0.1
ENSMUSG00000068151	A230006K03Rik	NA	0	NA	0
ENSMUSG00000068154	Insm1	NA	0	NA	0
ENSMUSG00000068165	Gm10233	NA	0	NA	0
ENSMUSG00000068167	Csnka2ip	NA	0	NA	0.5
ENSMUSG00000068173	Btg1b	NA	0	NA	0
ENSMUSG00000068180	AY512915	NA	0	NA	0
ENSMUSG00000068181	Gm10234	NA	0	NA	0
ENSMUSG00000068182	Olfr203	NA	0	NA	0
ENSMUSG00000068184	Ndufaf2	0.9924007127335	0	0.798482705183432	0
ENSMUSG00000068196	Col8a1	0.987419154751267	-0.1	0.903439699903825	0
ENSMUSG00000068200	Gm5931	NA	-0.1	NA	0.1
ENSMUSG00000068205	Macrod2	0.999532109316737	0	0.943565437281778	0
ENSMUSG00000068206	Pick1	0.964893050621764	0.1	0.163062015819	0.3
ENSMUSG00000068218	Ssxb9	NA	0	NA	0
ENSMUSG00000068219	Ssxb10	NA	0	NA	0
ENSMUSG00000068220	Lgals1	0.962558895573265	-0.2	0.0475362769343124	-0.5
ENSMUSG00000068226	Gm6723	0.989560640013513	0	0.859700694322251	0.1
ENSMUSG00000068227	Il2rb	0.149554732953579	0.7	0.177203158461596	0.4
ENSMUSG00000068231	Vmn1r43	NA	0	NA	0.1
ENSMUSG00000068232	Vmn1r42	NA	0	NA	0
ENSMUSG00000068234	Vmn1r44	NA	0	NA	0
ENSMUSG00000068240	Gm11808	0.293571917208227	-0.6	0.466204549341913	-0.3
ENSMUSG00000068243	Gm7079	NA	-0.4	NA	0.1
ENSMUSG00000068245	Phf11d	0.977994397374531	0.1	0.897591872955788	0
ENSMUSG00000068246	Apol9b	0.729187218798837	-0.5	0.0319696596595104	-0.6
ENSMUSG00000068250	Amn1	0.836058460122146	0.3	0.426032071356097	0.2
ENSMUSG00000068252	Apol7b	NA	0.2	NA	0
ENSMUSG00000068259	Olfr461	NA	0	NA	0.5
ENSMUSG00000068262	Gm5879	NA	-0.1	NA	-0.2
ENSMUSG00000068263	Efcc1	0.343640528649046	-0.4	0.947773707085673	0
ENSMUSG00000068264	Ap5s1	0.857707826342783	0.1	0.398608563708785	-0.1
ENSMUSG00000068267	Cenpb	0.865494559995936	-0.2	0.0525379277645578	-0.2
ENSMUSG00000068270	Shroom4	0.936549845549046	0.2	0.425256410013318	0.2
ENSMUSG00000068284	Usf3	0.93660277796095	0.1	0.977228854827753	0
ENSMUSG00000068289	Cma2	NA	0	NA	0
ENSMUSG00000068290	Ddrgk1	0.953246711876594	-0.1	0.482901676061721	-0.1
ENSMUSG00000068299	Nat8f4	0.953246711876594	0.2	0.00509444158056251	1.1
ENSMUSG00000068302	Noto	NA	0	NA	0.1
ENSMUSG00000068303	Spr-ps1	0.980773287706077	-0.1	NA	0
ENSMUSG00000068314	Gm6899	NA	0.1	NA	0
ENSMUSG00000068323	Slc4a5	0.760956498382656	0.6	NA	0.8
ENSMUSG00000068324	Gm10029	NA	0	NA	-0.3
ENSMUSG00000068327	Tlx2	NA	0	NA	0
ENSMUSG00000068328	Aup1	0.993445807819949	0	0.320806699110553	-0.2
ENSMUSG00000068329	Htra2	0.940431385411227	-0.1	0.180356008648053	-0.2
ENSMUSG00000068335	Dok1	0.931293988006445	-0.2	0.548158432423932	-0.2
ENSMUSG00000068341	Reg3d	NA	0	NA	0
ENSMUSG00000068348	Gm10238	NA	-0.2	NA	0
ENSMUSG00000068349	Gml	NA	0	NA	0.1
ENSMUSG00000068373	D430041D05Rik	0.983020943391418	0.1	NA	0
ENSMUSG00000068391	Chrac1	0.965367082526809	-0.1	0.351014786894285	-0.1
ENSMUSG00000068392	Rnase13	0.923998888979903	0.3	0.568178249835886	0.3
ENSMUSG00000068394	Cep152	0.989473296544104	0	0.635966443530269	0.1
ENSMUSG00000068396	Rpl34-ps1	NA	-0.3	NA	0
ENSMUSG00000068397	Gm10240	NA	0	NA	0
ENSMUSG00000068399	Gm7247	NA	0	NA	0
ENSMUSG00000068407	Rnase12	NA	-0.1	NA	-0.3
ENSMUSG00000068417	Pnp2	0.997484756499903	0	0.253094424656999	-0.4
ENSMUSG00000068428	Gmnc	NA	-0.2	0.150267695579941	0.5
ENSMUSG00000068431	Olfr742	NA	0	NA	0
ENSMUSG00000068437	Olfr725	NA	0	NA	0
ENSMUSG00000068452	Duox2	0.391305373869579	-0.8	0.0879750873352585	0.7
ENSMUSG00000068457	Uty	NA	0.2	0.156273288333545	0.4
ENSMUSG00000068463	B630019A10Rik	0.0532377141063003	1.2	0.00565763284588269	0.8
ENSMUSG00000068466	Gm5518	NA	0	NA	-0.1
ENSMUSG00000068479	Mfap1a	0.990752911428156	0	0.265038674247361	0.2
ENSMUSG00000068480	Gm7551	NA	0	NA	-0.1
ENSMUSG00000068487	Ndufa11b	0.979571071752633	0.1	0.507709666200573	-0.3
ENSMUSG00000068506	Gm5800	NA	0	NA	0
ENSMUSG00000068522	Aard	0.708860995175716	-0.7	3.25551840667878e-11	-2
ENSMUSG00000068523	Gng5	0.678096419036098	-0.2	0.786809593620482	0
ENSMUSG00000068535	Olfr169	NA	0	NA	0
ENSMUSG00000068536	Doxl2	NA	0	NA	0
ENSMUSG00000068537	Gm10242	NA	0	NA	0
ENSMUSG00000068547	Clca4a	NA	-0.1	NA	0
ENSMUSG00000068551	Zfp467	0.985119064813798	0	0.826823660001165	-0.1
ENSMUSG00000068566	Myadm	0.98095238524896	0	0.420885501004701	-0.1
ENSMUSG00000068574	Olfr458	NA	-0.4	NA	-0.3
ENSMUSG00000068579	Rpl7a-ps3	NA	0.1	NA	0
ENSMUSG00000068580	Zfyve19	0.97287564613965	-0.1	0.78722077237961	0.1
ENSMUSG00000068587	Mgam	0.925110972257443	-0.3	0.0192081568624749	1.1
ENSMUSG00000068600	Gml2	NA	0	NA	0
ENSMUSG00000068601	Gm10244	0.350805184208251	-0.9	0.261184416975466	0.6
ENSMUSG00000068604	Gm8225	0.9157894359202	0.4	0.973662567992914	0
ENSMUSG00000068606	Gm4841	0.991884213250507	0	0.938388627214187	0.1
ENSMUSG00000068614	Actc1	NA	-0.4	0.82806065657125	-0.1
ENSMUSG00000068615	Gjd2	NA	0	NA	0
ENSMUSG00000068617	Efcab1	0.185003230492668	-0.8	0.231521807051801	0.4
ENSMUSG00000068629	Gm6155	0.843911769505534	-0.5	NA	0
ENSMUSG00000068631	Gm7676	NA	-0.3	NA	0
ENSMUSG00000068647	Olfr1278	NA	0	NA	0
ENSMUSG00000068663	Clec16a	0.989473296544104	0	0.112300897466504	-0.2
ENSMUSG00000068674	Gm10247	NA	0.1	NA	0
ENSMUSG00000068680	Gm10248	NA	0	NA	-0.1
ENSMUSG00000068686	Cd59b	0.956063326744382	0.2	0.0874888103534644	-0.5
ENSMUSG00000068689	Rps19-ps9	0.965478815342542	-0.2	0.890055865255608	-0.1
ENSMUSG00000068696	Gpr88	0.99347146753672	0	0.0678258846250542	0.9
ENSMUSG00000068697	Myoz1	NA	0.8	0.224015860787326	0.6
ENSMUSG00000068699	Flnc	0.850976591331619	-0.5	0.00391990070782886	-0.6
ENSMUSG00000068706	Gm10250	0.988077505026325	0	0.25703836957009	-0.2
ENSMUSG00000068732	Tmem167b	0.989473296544104	0	0.679683019379063	0
ENSMUSG00000068735	Trp53i11	0.965478815342542	-0.2	0.523579062174296	0.2
ENSMUSG00000068739	Sars	0.978033528963831	0	0.4407452214386	-0.1
ENSMUSG00000068740	Celsr2	0.126735349972045	-0.7	0.86716021703222	0.1
ENSMUSG00000068742	Cry2	0.760956498382656	0.2	0.615624110153287	-0.1
ENSMUSG00000068744	Psrc1	0.95788993551625	0.2	0.659162364644105	-0.2
ENSMUSG00000068745	Mybphl	NA	0.1	NA	0
ENSMUSG00000068747	Sort1	0.860048756189538	0.3	0.258966985797171	-0.1
ENSMUSG00000068748	Ptprz1	0.361609816310284	-0.7	0.993269474455742	0
ENSMUSG00000068749	Psma5	0.964893050621764	-0.1	0.237704575041229	-0.1
ENSMUSG00000068758	Il3ra	0.897066953986583	-0.2	0.0332179120646408	-0.4
ENSMUSG00000068762	Gstm6	0.954364972313086	0.2	0.0628931521986951	0.8
ENSMUSG00000068776	4930469B13Rik	NA	0	NA	0
ENSMUSG00000068794	Col28a1	0.981389262829797	-0.1	0.0849393920142904	0.4
ENSMUSG00000068798	Rap1a	0.997043673285773	0	0.393687522728785	0.1
ENSMUSG00000068806	Olfr1259	NA	0	NA	0.4
ENSMUSG00000068808	Olfr1189	NA	0	NA	0
ENSMUSG00000068809	Olfr1188	NA	0	NA	0
ENSMUSG00000068810	Olfr1187-ps1	NA	0	NA	0
ENSMUSG00000068814	Olfr1145	NA	0	NA	0
ENSMUSG00000068815	Olfr1143	NA	0	NA	0
ENSMUSG00000068816	Olfr152	NA	0	NA	0
ENSMUSG00000068817	Olfr1140	NA	0	NA	0
ENSMUSG00000068818	Olfr1132	NA	0	NA	0
ENSMUSG00000068819	Olfr1131	NA	0	NA	0
ENSMUSG00000068823	Csde1	0.989473296544104	0	0.945773016577299	0
ENSMUSG00000068824	Olfr1083-ps	NA	0	NA	0
ENSMUSG00000068854	H2bc21	0.877124888239448	0.3	0.517497409582931	0.2
ENSMUSG00000068855	H2ac20	0.965478815342542	0.2	NA	-0.3
ENSMUSG00000068856	Sf3b4	0.847221359725078	-0.2	0.102393335708842	0.2
ENSMUSG00000068859	Sp9	NA	0	NA	0.1
ENSMUSG00000068860	Gm128	0.877124888239448	-0.4	0.528418127044961	0.4
ENSMUSG00000068874	Selenbp1	0.989473296544104	-0.1	0.0313817345874336	-0.3
ENSMUSG00000068876	Cgn	NA	-0.8	0.582074164606582	0.3
ENSMUSG00000068877	Selenbp2	0.714242196168365	-0.7	0.117516385117841	0.7
ENSMUSG00000068879	Gm5773	NA	0	NA	0
ENSMUSG00000068882	Ssb	0.979043132003519	0	0.152012224912552	0.2
ENSMUSG00000068885	Lce3f	NA	0	NA	0
ENSMUSG00000068887	Lce1j	NA	0	NA	0
ENSMUSG00000068888	Lce1i	NA	0	NA	0
ENSMUSG00000068889	Lce1e	NA	0	NA	0
ENSMUSG00000068890	Lce1a2	NA	0	NA	0
ENSMUSG00000068893	Sprr2a2	NA	0	NA	0
ENSMUSG00000068917	Clk2	0.988077505026325	0	0.774413363063406	-0.1
ENSMUSG00000068921	Dap3	0.9624296467734	-0.1	0.253713331106459	-0.2
ENSMUSG00000068922	Msto1	0.822765389693032	-0.2	0.20116346177032	-0.2
ENSMUSG00000068923	Syt11	0.988077505026325	0	0.0979553139408853	-0.3
ENSMUSG00000068940	Tcl1b3	NA	0	NA	0
ENSMUSG00000068947	Olfr366	NA	0	NA	0
ENSMUSG00000068948	Olfr363-ps	NA	0	NA	0
ENSMUSG00000068950	Olfr338	NA	0	NA	0
ENSMUSG00000068957	4930589L23Rik	NA	0	NA	0
ENSMUSG00000068959	Zfp619	0.93660277796095	-0.2	0.75057555896932	0.1
ENSMUSG00000068962	Zfp114	0.959527187145386	-0.2	0.903752293267604	-0.1
ENSMUSG00000068964	Gm6361	NA	0	NA	0
ENSMUSG00000068966	Zbtb34	0.744863092084663	0.2	0.799406527364646	0.1
ENSMUSG00000068969	Rpl32-ps	0.872643997469941	-0.5	NA	0.2
ENSMUSG00000068999	Vmn2r5	NA	0	NA	0
ENSMUSG00000069008	Gm5537	NA	0	NA	0
ENSMUSG00000069011	Gm10254	0.970592910954253	0.2	0.991484120431153	0
ENSMUSG00000069014	Gm5641	NA	0	NA	0
ENSMUSG00000069020	Urm1	0.873873851867002	-0.2	0.13028030841206	-0.3
ENSMUSG00000069036	Sry	NA	0	NA	0
ENSMUSG00000069038	H2al1j	NA	0	NA	0
ENSMUSG00000069041	Slc25a31	NA	-0.7	NA	-0.1
ENSMUSG00000069044	Usp9y	NA	0	NA	-0.1
ENSMUSG00000069045	Ddx3y	NA	0.5	0.346787703292633	0.2
ENSMUSG00000069049	Eif2s3y	NA	0.1	0.0516904750033102	0.4
ENSMUSG00000069053	Uba1y	NA	0	NA	0.1
ENSMUSG00000069072	Slc7a14	NA	-0.1	NA	0
ENSMUSG00000069074	Gm10258	NA	0	NA	0
ENSMUSG00000069080	Lcn11	NA	0	NA	-0.1
ENSMUSG00000069083	Gm10259	NA	0	NA	0
ENSMUSG00000069085	Dytn	NA	-0.1	NA	0.3
ENSMUSG00000069089	Cdk7	0.856087160699648	-0.1	0.687878786109374	-0.1
ENSMUSG00000069094	Pde7a	0.989473296544104	0	0.386124699708701	-0.3
ENSMUSG00000069114	Zbtb10	0.964893050621764	-0.1	0.725917622105963	0.1
ENSMUSG00000069117	Gm10260	NA	0	NA	0
ENSMUSG00000069118	1700008P02Rik	NA	0	NA	0
ENSMUSG00000069125	Rps24-ps2	0.912774993292092	-0.3	0.584655748733887	0.2
ENSMUSG00000069132	Nxph2	NA	0	NA	0
ENSMUSG00000069135	Fgfr1op	0.983700358319692	0	0.292036167143197	0.2
ENSMUSG00000069136	A130006I12Rik	0.859524557031804	0.5	0.308606827827389	-0.5
ENSMUSG00000069170	Adgrv1	0.988077505026325	-0.1	0.037957335296586	1
ENSMUSG00000069171	Nr2f1	0.994326998582825	0	0.000298821911140995	-0.8
ENSMUSG00000069184	Zfp72	0.609994165062666	0.4	0.0745691039261789	0.5
ENSMUSG00000069188	Gm13192	0.982286243280519	-0.1	NA	-0.4
ENSMUSG00000069189	Zdhhc11	NA	0	NA	0.1
ENSMUSG00000069196	Gm10161	NA	0.1	NA	-0.2
ENSMUSG00000069206	Zfp874a	0.897066953986583	0.3	0.218602009012627	0.4
ENSMUSG00000069208	Zfp825	0.930838664653922	0.2	0.0399055343028003	0.5
ENSMUSG00000069223	4930451E10Rik	0.890567909538159	0.4	0.927355549230381	0.1
ENSMUSG00000069227	Gprin1	0.95788993551625	0.2	0.96185552685772	0
ENSMUSG00000069236	Gm7251	0.810393391712966	-0.6	0.445749541189006	-0.4
ENSMUSG00000069237	Fam8a1	0.93822924645513	0.1	0.64475909254331	0.1
ENSMUSG00000069248	Serpinb6e	NA	0.1	NA	0
ENSMUSG00000069255	Dusp22	0.989473296544104	0	0.126427994496374	-0.2
ENSMUSG00000069258	Prl2b1	NA	0	NA	0
ENSMUSG00000069259	Prl6a1	NA	0	NA	0
ENSMUSG00000069265	H3c1	NA	0	NA	0
ENSMUSG00000069266	H4c2	NA	0	NA	0
ENSMUSG00000069267	H3c2	NA	-0.4	NA	-0.3
ENSMUSG00000069268	H2bc7	NA	-0.4	NA	-0.4
ENSMUSG00000069270	H2ac6	0.990992399584469	0	0.545720111451741	-0.3
ENSMUSG00000069272	H2ac8	0.925982030137484	-0.3	0.20505842618179	-0.6
ENSMUSG00000069273	H3c6	0.983700358319692	0.1	0.0990593316576849	-0.8
ENSMUSG00000069274	H4c6	NA	0	NA	0
ENSMUSG00000069280	Vmn1r223	NA	0	NA	0
ENSMUSG00000069289	Vmn1r203	NA	0	NA	0.1
ENSMUSG00000069292	Vmn1r199	NA	0	NA	0
ENSMUSG00000069294	Vmn1r197	NA	0	NA	0
ENSMUSG00000069295	Vmn1r196	NA	0	NA	0
ENSMUSG00000069296	Vmn1r195	NA	0	NA	0
ENSMUSG00000069297	Vmn1r194	NA	0	NA	0
ENSMUSG00000069299	Vmn1r188	NA	0.1	NA	0
ENSMUSG00000069300	H2bc11	0.974795260769452	0.2	0.571758221857898	0.3
ENSMUSG00000069301	H2ac11	NA	0	NA	0
ENSMUSG00000069302	H2ac12	NA	0	NA	0
ENSMUSG00000069303	Hist1h2br	NA	0	NA	0
ENSMUSG00000069305	Hist1h4n	NA	0	NA	0
ENSMUSG00000069306	Hist1h4m	NA	0	NA	0
ENSMUSG00000069307	Hist1h2bq	NA	-0.3	NA	-0.1
ENSMUSG00000069308	Hist1h2bp	NA	0	NA	0
ENSMUSG00000069309	Hist1h2an	NA	-0.1	NA	0
ENSMUSG00000069310	H3c3	NA	0.1	NA	0
ENSMUSG00000069315	Gm7731	NA	0	NA	0
ENSMUSG00000069324	Gm5096	NA	0	NA	0
ENSMUSG00000069355	Gm5152	NA	0	NA	0
ENSMUSG00000069372	Ctxn3	0.747202486693566	0.6	0.0577068871305953	0.8
ENSMUSG00000069376	Gm5507	NA	-0.3	NA	0.2
